,date,lme_copper_cash,lme_copper_three_month,lme_copper_stock
3214,24. July 2009,"5,551.00","5,550.50","273,950"
3215,23. July 2009,"5,474.00","5,485.50","271,725"
3216,22. July 2009,"5,342.00","5,361.00","268,500"
3217,21. July 2009,"5,345.00","5,356.00","266,425"
3218,20. July 2009,"5,400.00","5,420.00","265,950"
3219,17. July 2009,"5,230.00","5,233.00","264,150"
3220,16. July 2009,"5,231.50","5,235.00","260,875"
3221,15. July 2009,"5,181.50","5,175.00","261,100"
3222,14. July 2009,"5,011.00","4,982.00","256,900"
3223,13. July 2009,"4,883.00","4,882.50","257,225"
3224,10. July 2009,"4,840.00","4,830.00","258,575"
3225,09. July 2009,"4,821.00","4,825.00","261,975"
3226,08. July 2009,"4,850.00","4,865.50","265,350"
3227,07. July 2009,"5,012.00","5,030.00","265,925"
3228,06. July 2009,"4,859.00","4,861.00","269,175"
3229,03. July 2009,"4,991.00","5,000.00","268,275"
3230,02. July 2009,"5,006.00","5,020.00","264,225"
3231,01. July 2009,"5,042.00","5,052.00","265,725"
3232,30. June 2009,"5,108.00","5,102.00","265,950"
3233,29. June 2009,"5,085.50","5,101.00","267,300"
3234,26. June 2009,"5,101.50","5,120.00","270,250"
3235,25. June 2009,"5,023.50","5,035.00","271,600"
3236,24. June 2009,"4,890.50","4,915.50","275,050"
3237,23. June 2009,"4,810.00","4,825.00","276,275"
3238,22. June 2009,"4,821.00","4,850.00","277,600"
3239,19. June 2009,"5,020.00","5,040.00","280,350"
3240,18. June 2009,"4,901.00","4,922.00","281,600"
3241,17. June 2009,"4,903.00","4,925.00","283,175"
3242,16. June 2009,"5,049.00","5,070.00","285,050"
3243,15. June 2009,"5,075.00","5,085.00","286,975"
3244,12. June 2009,"5,240.50","5,255.00","290,275"
3245,11. June 2009,"5,266.00","5,290.00","293,175"
3246,10. June 2009,"5,180.00","5,192.00","294,275"
3247,09. June 2009,"5,047.00","5,065.00","296,350"
3248,08. June 2009,"4,936.00","4,960.00","297,850"
3249,05. June 2009,"5,055.00","5,056.00","299,975"
3250,04. June 2009,"4,870.00","4,890.00","303,200"
3251,03. June 2009,"4,951.50","4,969.00","306,525"
3252,02. June 2009,"5,026.00","5,045.00","309,225"
3253,01. June 2009,"4,947.00","4,955.50","311,975"
3254,29. May 2009,"4,776.00","4,787.00","312,275"
3255,28. May 2009,"4,637.00","4,660.00","317,125"
3256,27. May 2009,"4,661.00","4,655.00","319,275"
3257,26. May 2009,"4,538.00","4,560.50","326,575"
3258,22. May 2009,"4,586.00","4,591.00","333,375"
3259,21. May 2009,"4,504.00","4,520.00","336,075"
3260,20. May 2009,"4,539.00","4,550.00","341,475"
3261,19. May 2009,"4,601.00","4,632.00","348,825"
3262,18. May 2009,"4,400.00","4,420.00","353,550"
3263,15. May 2009,"4,348.00","4,351.00","357,800"
3264,14. May 2009,"4,309.00","4,323.00","370,650"
3265,13. May 2009,"4,508.00","4,530.00","373,750"
3266,12. May 2009,"4,626.00","4,659.00","379,025"
3267,11. May 2009,"4,527.00","4,540.00","385,175"
3268,08. May 2009,"4,752.00","4,764.00","389,000"
3269,07. May 2009,"4,760.00","4,780.00","393,900"
3270,06. May 2009,"4,591.00","4,596.00","402,150"
3271,05. May 2009,"4,640.00","4,637.00","394,925"
3272,01. May 2009,"4,501.00","4,516.00","398,700"
3273,30. April 2009,"4,515.00","4,491.00","405,775"
3274,29. April 2009,"4,300.50","4,296.00","411,450"
3275,28. April 2009,"4,185.00","4,182.00","420,275"
3276,27. April 2009,"4,305.50","4,306.00","425,275"
3277,24. April 2009,"4,362.00","4,355.50","429,550"
3278,23. April 2009,"4,541.00","4,549.00","440,475"
3279,22. April 2009,"4,447.00","4,441.00","450,100"
3280,21. April 2009,"4,402.50","4,405.00","457,300"
3281,20. April 2009,"4,636.00","4,645.00","462,325"
3282,17. April 2009,"4,725.00","4,721.00","469,625"
3283,16. April 2009,"4,766.00","4,769.00","475,200"
3284,15. April 2009,"4,750.00","4,770.00","480,400"
3285,14. April 2009,"4,582.00","4,620.00","492,000"
3286,09. April 2009,"4,465.00","4,496.00","496,775"
3287,08. April 2009,"4,305.00","4,340.00","504,200"
3288,07. April 2009,"4,309.00","4,335.50","501,900"
3289,06. April 2009,"4,330.50","4,355.50","504,825"
3290,03. April 2009,"4,130.00","4,161.00","502,150"
3291,02. April 2009,"4,110.50","4,136.00","506,975"
3292,01. April 2009,"3,963.50","4,005.00","501,775"
3293,31. March 2009,"4,035.00","4,051.00","499,625"
3294,30. March 2009,"3,872.00","3,930.00","501,400"
3295,27. March 2009,"3,946.00","3,995.00","500,750"
3296,26. March 2009,"4,078.00","4,115.00","503,900"
3297,25. March 2009,"3,890.00","3,929.00","503,675"
3298,24. March 2009,"3,911.00","3,950.00","505,425"
3299,23. March 2009,"4,006.50","4,046.00","508,325"
3300,20. March 2009,"3,911.00","3,960.00","503,950"
3301,19. March 2009,"3,930.00","3,980.00","493,450"
3302,18. March 2009,"3,740.00","3,763.00","495,150"
3303,17. March 2009,"3,761.00","3,801.00","494,525"
3304,16. March 2009,"3,690.00","3,755.00","494,850"
3305,13. March 2009,"3,671.00","3,692.00","497,625"
3306,12. March 2009,"3,494.00","3,525.50","504,325"
3307,11. March 2009,"3,636.00","3,666.00","501,875"
3308,10. March 2009,"3,667.50","3,708.00","512,025"
3309,09. March 2009,"3,567.00","3,600.00","518,700"
3310,06. March 2009,"3,693.00","3,725.00","522,025"
3311,05. March 2009,"3,640.50","3,665.00","525,200"
3312,04. March 2009,"3,545.00","3,570.00","526,025"
3313,03. March 2009,"3,480.00","3,500.00","530,875"
3314,02. March 2009,"3,330.00","3,355.50","536,675"
3315,27. February 2009,"3,390.00","3,421.00","542,300"
3316,26. February 2009,"3,443.00","3,466.00","545,475"
3317,25. February 2009,"3,350.50","3,390.00","548,400"
3318,24. February 2009,"3,190.50","3,216.00","546,600"
3319,23. February 2009,"3,205.50","3,236.00","544,650"
3320,20. February 2009,"3,150.00","3,171.50","545,600"
3321,19. February 2009,"3,291.00","3,326.00","528,250"
3322,18. February 2009,"3,151.50","3,196.50","525,300"
3323,17. February 2009,"3,271.00","3,301.00","526,425"
3324,16. February 2009,"3,271.50","3,325.00","523,325"
3325,13. February 2009,"3,407.00","3,450.00","519,550"
3326,12. February 2009,"3,350.50","3,395.00","516,675"
3327,11. February 2009,"3,377.00","3,416.00","516,450"
3328,10. February 2009,"3,461.00","3,500.00","514,425"
3329,09. February 2009,"3,527.00","3,561.50","507,775"
3330,06. February 2009,"3,440.50","3,482.00","504,625"
3331,05. February 2009,"3,350.50","3,391.00","502,600"
3332,04. February 2009,"3,320.00","3,390.00","499,950"
3333,03. February 2009,"3,201.00","3,231.00","495,300"
3334,02. February 2009,"3,145.50","3,184.00","491,200"
3335,30. January 2009,"3,106.00","3,150.00","491,525"
3336,29. January 2009,"3,125.50","3,168.00","477,675"
3337,28. January 2009,"3,295.00","3,339.00","454,925"
3338,27. January 2009,"3,330.50","3,376.50","451,800"
3339,26. January 2009,"3,281.00","3,321.00","439,425"
3340,23. January 2009,"3,050.50","3,086.00","424,625"
3341,22. January 2009,"3,155.00","3,205.00","422,450"
3342,21. January 2009,"3,211.00","3,250.50","417,475"
3343,20. January 2009,"3,275.50","3,301.00","409,100"
3344,19. January 2009,"3,321.00","3,320.00","393,675"
3345,16. January 2009,"3,343.00","3,400.00","391,525"
3346,15. January 2009,"3,210.50","3,240.50","387,325"
3347,14. January 2009,"3,274.00","3,315.00","382,150"
3348,13. January 2009,"3,139.00","3,162.00","374,850"
3349,12. January 2009,"3,171.50","3,210.00","369,500"
3350,09. January 2009,"3,280.00","3,330.00","363,575"
3351,08. January 2009,"3,170.50","3,210.00","357,700"
3352,07. January 2009,"3,390.50","3,434.00","351,325"
3353,06. January 2009,"3,332.00","3,370.00","343,500"
3354,05. January 2009,"3,101.50","3,160.00","342,050"
3355,02. January 2009,"3,071.00","3,131.00","340,550"
3356,31. December 2008,"2,902.00","2,935.00","339,775"
3357,30. December 2008,"2,812.00","2,850.00","337,350"
3358,29. December 2008,"2,843.00","2,882.00","336,700"
3359,24. December 2008,"2,770.00","2,820.00","331,450"
3360,23. December 2008,"2,850.50","2,875.00","328,200"
3361,22. December 2008,"2,910.50","2,960.00","327,500"
3362,19. December 2008,"2,826.00","2,870.50","324,300"
3363,18. December 2008,"2,885.50","2,920.50","324,175"
3364,17. December 2008,"3,000.00","3,041.50","321,900"
3365,16. December 2008,"3,020.50","3,065.00","318,625"
3366,15. December 2008,"3,075.50","3,130.00","314,825"
3367,12. December 2008,"2,982.00","3,021.00","306,825"
3368,11. December 2008,"3,232.50","3,261.00","302,850"
3369,10. December 2008,"3,180.50","3,216.00","303,600"
3370,09. December 2008,"3,120.00","3,137.00","302,575"
3371,08. December 2008,"3,141.00","3,192.00","300,725"
3372,05. December 2008,"3,050.50","3,077.00","297,300"
3373,04. December 2008,"3,360.50","3,395.00","292,975"
3374,03. December 2008,"3,423.00","3,456.00","292,775"
3375,02. December 2008,"3,530.50","3,559.00","293,025"
3376,01. December 2008,"3,595.50","3,625.00","291,200"
3377,28. November 2008,"3,581.00","3,625.00","291,650"
3378,27. November 2008,"3,665.00","3,695.00","288,725"
3379,26. November 2008,"3,742.00","3,790.00","286,350"
3380,25. November 2008,"3,565.50","3,601.00","287,225"
3381,24. November 2008,"3,715.50","3,756.00","284,400"
3382,21. November 2008,"3,470.50","3,510.00","283,125"
3383,20. November 2008,"3,430.50","3,475.00","281,625"
3384,19. November 2008,"3,565.00","3,611.00","280,050"
3385,18. November 2008,"3,511.00","3,590.50","278,575"
3386,17. November 2008,"3,580.50","3,680.00","275,900"
3387,14. November 2008,"3,722.00","3,785.00","274,100"
3388,13. November 2008,"3,591.00","3,660.00","272,625"
3389,12. November 2008,"3,592.00","3,635.00","270,100"
3390,11. November 2008,"3,690.50","3,715.00","265,475"
3391,10. November 2008,"4,005.00","4,026.00","260,850"
3392,08. November 2008,"3,761.00","3,815.00","254,800"
3393,07. November 2008,"3,761.00","3,815.00","254,800"
3394,06. November 2008,"3,890.00","3,925.00","252,550"
3395,05. November 2008,"4,071.00","4,091.00","247,475"
3396,04. November 2008,"4,231.00","4,236.00","241,650"
3397,03. November 2008,"3,960.00","3,965.00","237,925"
3398,31. October 2008,"3,995.00","3,990.00","230,650"
3399,30. October 2008,"4,497.00","4,500.00","223,875"
3400,29. October 2008,"4,420.50","4,425.00","217,300"
3401,28. October 2008,"4,129.00","4,090.00","215,550"
3402,27. October 2008,"3,686.00","3,709.00","213,375"
3403,24. October 2008,"3,721.00","3,725.00","211,975"
3404,23. October 2008,"3,986.00","3,965.00","209,250"
3405,22. October 2008,"4,286.00","4,285.00","207,750"
3406,21. October 2008,"4,490.00","4,510.00","205,900"
3407,20. October 2008,"4,875.50","4,826.00","212,400"
3408,17. October 2008,"4,701.00","4,650.00","211,450"
3409,16. October 2008,"4,880.00","4,819.00","212,025"
3410,15. October 2008,"5,126.00","5,060.00","211,625"
3411,14. October 2008,"5,555.00","5,520.00","211,800"
3412,13. October 2008,"5,031.00","4,920.00","209,325"
3413,10. October 2008,"5,000.00","4,880.00","209,400"
3414,09. October 2008,"5,402.00","5,341.00","209,300"
3415,08. October 2008,"5,505.00","5,440.00","208,525"
3416,07. October 2008,"5,739.00","5,630.00","208,350"
3417,06. October 2008,"5,706.00","5,611.00","198,750"
3418,03. October 2008,"5,960.00","5,885.00","198,500"
3419,02. October 2008,"6,221.00","6,190.00","199,075"
3420,01. October 2008,"6,379.00","6,361.00","199,050"
3421,30. September 2008,"6,419.00","6,399.00","198,600"
3422,29. September 2008,"6,590.00","6,555.00","198,925"
3423,26. September 2008,"6,926.00","6,885.50","200,175"
3424,25. September 2008,"6,905.00","6,866.00","200,525"
3425,24. September 2008,"6,995.00","6,995.00","201,050"
3426,23. September 2008,"7,090.00","7,091.00","202,075"
3427,22. September 2008,"7,166.00","7,140.00","206,700"
3428,19. September 2008,"6,900.00","6,867.00","209,800"
3429,18. September 2008,"6,932.00","6,890.00","204,150"
3430,17. September 2008,"6,932.00","6,886.00","203,975"
3431,16. September 2008,"6,841.00","6,795.00","203,975"
3432,15. September 2008,"6,879.00","6,820.50","204,350"
3433,12. September 2008,"7,096.00","7,056.00","203,075"
3434,11. September 2008,"6,900.00","6,866.00","204,125"
3435,10. September 2008,"6,861.00","6,850.00","203,850"
3436,09. September 2008,"6,926.00","6,878.50","202,125"
3437,08. September 2008,"6,990.00","6,970.00","200,825"
3438,05. September 2008,"7,075.00","7,035.00","200,875"
3439,04. September 2008,"7,420.00","7,375.00","182,100"
3440,03. September 2008,"7,360.00","7,309.00","180,525"
3441,02. September 2008,"7,225.00","7,181.00","179,800"
3442,01. September 2008,"7,371.00","7,360.00","173,725"
3443,29. August 2008,"7,510.00","7,450.00","173,375"
3444,28. August 2008,"7,648.00","7,590.00","170,050"
3445,27. August 2008,"7,626.00","7,561.00","167,850"
3446,26. August 2008,"7,581.00","7,510.00","166,900"
3447,22. August 2008,"7,861.00","7,762.00","163,800"
3448,21. August 2008,"7,842.00","7,745.00","156,525"
3449,20. August 2008,"7,670.00","7,565.00","156,125"
3450,19. August 2008,"7,477.00","7,391.00","156,150"
3451,18. August 2008,"7,432.00","7,410.00","154,575"
3452,15. August 2008,"7,310.00","7,275.00","154,050"
3453,14. August 2008,"7,640.00","7,590.00","153,950"
3454,13. August 2008,"7,318.00","7,240.00","151,575"
3455,12. August 2008,"7,261.00","7,226.00","151,700"
3456,11. August 2008,"7,460.50","7,380.00","151,625"
3457,08. August 2008,"7,550.00","7,430.00","150,875"
3458,07. August 2008,"7,826.00","7,685.00","151,100"
3459,06. August 2008,"7,871.00","7,721.00","150,325"
3460,05. August 2008,"7,809.50","7,621.00","148,750"
3461,04. August 2008,"7,905.00","7,755.00","146,200"
3462,01. August 2008,"8,096.00","7,910.00","144,650"
3463,31. July 2008,"8,260.50","8,075.00","142,400"
3464,30. July 2008,"8,055.00","7,858.00","137,950"
3465,29. July 2008,"8,096.00","7,913.00","136,725"
3466,28. July 2008,"8,190.00","7,976.00","136,050"
3467,25. July 2008,"8,160.00","7,955.00","133,475"
3468,24. July 2008,"8,259.50","8,031.50","130,875"
3469,23. July 2008,"8,310.00","8,110.00","129,450"
3470,22. July 2008,"8,441.00","8,226.00","129,325"
3471,21. July 2008,"8,390.00","8,161.00","128,725"
3472,18. July 2008,"8,324.00","8,096.00","128,550"
3473,17. July 2008,"8,301.00","8,086.00","127,900"
3474,16. July 2008,"8,291.00","8,085.00","125,700"
3475,15. July 2008,"8,475.50","8,275.50","125,050"
3476,14. July 2008,"8,480.00","8,271.00","124,725"
3477,11. July 2008,"8,499.00","8,291.00","124,125"
3478,10. July 2008,"8,423.00","8,279.00","124,850"
3479,09. July 2008,"8,355.00","8,200.00","124,325"
3480,08. July 2008,"8,540.00","8,370.00","122,175"
3481,07. July 2008,"8,565.00","8,410.00","122,075"
3482,04. July 2008,"8,661.00","8,501.00","122,575"
3483,03. July 2008,"8,985.00","8,812.00","122,500"
3484,02. July 2008,"8,750.50","8,595.00","122,475"
3485,01. July 2008,"8,711.00","8,550.50","122,350"
3486,30. June 2008,"8,775.50","8,585.00","122,600"
3487,27. June 2008,"8,680.00","8,500.00","122,900"
3488,26. June 2008,"8,551.00","8,388.00","123,050"
3489,25. June 2008,"8,542.00","8,374.00","122,625"
3490,24. June 2008,"8,491.50","8,341.00","123,150"
3491,23. June 2008,"8,540.50","8,385.00","123,125"
3492,20. June 2008,"8,590.00","8,421.00","124,000"
3493,19. June 2008,"8,385.50","8,228.00","124,225"
3494,18. June 2008,"8,296.00","8,126.00","123,900"
3495,17. June 2008,"8,181.00","8,042.50","123,550"
3496,16. June 2008,"8,255.00","8,040.00","122,050"
3497,13. June 2008,"8,025.00","7,865.00","121,175"
3498,12. June 2008,"7,955.00","7,815.00","120,625"
3499,11. June 2008,"7,989.00","7,841.00","121,275"
3500,10. June 2008,"8,050.00","7,921.00","120,550"
3501,09. June 2008,"8,092.50","7,980.00","121,150"
3502,06. June 2008,"8,106.00","7,986.00","122,550"
3503,05. June 2008,"7,921.00","7,789.50","123,500"
3504,04. June 2008,"8,006.00","7,871.00","122,250"
3505,03. June 2008,"8,060.00","7,927.00","122,900"
3506,02. June 2008,"7,980.00","7,850.00","123,950"
3507,30. May 2008,"8,105.00","7,955.00","124,950"
3508,29. May 2008,"8,110.00","7,981.00","126,400"
3509,28. May 2008,"8,176.00","8,061.00","125,800"
3510,27. May 2008,"8,376.00","8,230.00","124,400"
3511,23. May 2008,"8,278.00","8,155.00","125,375"
3512,22. May 2008,"8,420.00","8,301.00","125,200"
3513,21. May 2008,"8,395.00","8,290.00","124,950"
3514,20. May 2008,"8,360.00","8,236.00","122,650"
3515,19. May 2008,"8,540.00","8,410.00","122,725"
3516,16. May 2008,"8,470.00","8,342.00","121,225"
3517,15. May 2008,"8,360.00","8,193.50","120,850"
3518,14. May 2008,"8,180.00","8,090.00","121,425"
3519,13. May 2008,"8,410.00","8,300.50","121,775"
3520,12. May 2008,"8,276.00","8,171.00","121,650"
3521,09. May 2008,"8,400.00","8,270.00","121,275"
3522,08. May 2008,"8,460.00","8,285.00","110,125"
3523,07. May 2008,"8,641.00","8,505.00","109,025"
3524,06. May 2008,"8,622.00","8,480.00","109,650"
3525,02. May 2008,"8,390.00","8,225.00","109,625"
3526,01. May 2008,"8,686.00","8,540.00","110,075"
3527,30. April 2008,"8,655.00","8,500.00","110,525"
3528,29. April 2008,"8,740.00","8,585.50","109,650"
3529,28. April 2008,"8,746.00","8,601.00","110,325"
3530,25. April 2008,"8,600.00","8,521.00","110,775"
3531,24. April 2008,"8,700.50","8,595.00","112,200"
3532,23. April 2008,"8,796.00","8,695.50","112,475"
3533,22. April 2008,"8,770.00","8,650.00","113,725"
3534,21. April 2008,"8,641.50","8,551.00","113,725"
3535,18. April 2008,"8,630.00","8,532.00","114,200"
3536,17. April 2008,"8,861.50","8,750.50","116,525"
3537,16. April 2008,"8,736.50","8,635.00","116,150"
3538,15. April 2008,"8,720.00","8,589.00","117,150"
3539,14. April 2008,"8,679.50","8,520.00","116,250"
3540,11. April 2008,"8,810.00","8,660.00","115,150"
3541,10. April 2008,"8,884.50","8,720.50","116,100"
3542,09. April 2008,"8,650.00","8,550.00","115,575"
3543,08. April 2008,"8,682.00","8,559.00","115,050"
3544,07. April 2008,"8,740.00","8,641.00","116,150"
3545,04. April 2008,"8,645.00","8,510.50","115,150"
3546,03. April 2008,"8,591.00","8,441.00","112,575"
3547,02. April 2008,"8,464.00","8,345.00","112,075"
3548,01. April 2008,"8,325.50","8,197.00","111,350"
3549,31. March 2008,"8,520.00","8,410.00","112,500"
